event_timestamp	user_id	traffic_name	event_name	generation_time
2023-04-14 22:07:26.718868	1c03e4d8cc9fed8257101c3a777846dc47b0c063	source1	visit_landing	
2023-04-14 22:07:30.108109	ff04608fb50f1500a47d868c0501af8a216edf67	source1	visit_landing	
2023-04-14 22:09:54.296346	97c81ae2f6932a87ad2e32d559039e245bd36d6c	source2	visit_landing	
2023-04-14 22:12:23.645722	cbcfafaa952606cf103acd10efff674a8577fc31	source2	visit_landing	
2023-04-14 22:14:33.188859	ed659c4e05070647a27cea60f295d2ee6011712e	source3	visit_landing	
2023-04-14 22:16:07.859121	39a62f6bd592ac83093a7ae13ab87d2f08146864	source1	visit_landing	
2023-04-14 22:25:03.237687	619e3286070317bf492d4a45295a2bf7420d6f69	source2	visit_landing	
2023-04-14 22:27:25.866768	890cddb7d2f290acb3b955527cf67dff7e85da8a	source2	visit_landing	
2023-04-14 22:32:04.690963	eaaf51f5508402f226c2f3007b1d771f0ed34a6a	source2	visit_landing	
2023-04-14 22:32:50.265119	7ad25f23a2ede242ca196fa0fea2bd7e862d3f53	source3	visit_landing	
2023-04-14 22:33:06.226910	7ad25f23a2ede242ca196fa0fea2bd7e862d3f53		visit_cabinet	
2023-04-14 22:33:18.861988	489233ce221ef61473febf089c96d8568218fee8	source3	visit_landing	
2023-04-14 22:34:18.267154	f5e2a64bfc396ad97b1039d2dac29b854bffd6a9	source2	visit_landing	
2023-04-14 22:36:27.247503	59890d6e30a36199477b335499921efcf556da3e	source2	visit_landing	
2023-04-14 22:36:42.564958	59890d6e30a36199477b335499921efcf556da3e		visit_cabinet	
2023-04-14 22:37:13.575636	8a45491296abe1b54c95e96b9c328b1ff1a13a68	source4	visit_landing	
2023-04-14 22:37:18.912864	59890d6e30a36199477b335499921efcf556da3e		visit_cabinet	
2023-04-14 22:38:54.744141	d70c45829bec8175da3756ba8308c15a37ff0b4d	source3	visit_landing	
2023-04-14 22:39:16.945701	59890d6e30a36199477b335499921efcf556da3e		visit_cabinet	
2023-04-14 22:40:42.169897	61b9f40cb99dbbc54322b45ef60c120ff74ee5f9	source3	visit_landing	
2023-04-14 22:47:20.849689	ac39a9f3e7ff04d5e905349ec938d880f0817126	source1	visit_landing	
2023-04-14 22:48:52.903872	0d20cf3c06ab09c8bb4a1dbd86ce441b67edd70d	source2	visit_landing	
2023-04-14 22:56:35.653220	b46114f558540448fd690dbc74d5ca0b68ac0cc0	source2	visit_landing	
2023-04-14 22:57:12.754146	05561f963e23cb2d7b289d961ea2685beb251bf1	source1	visit_landing	
2023-04-14 22:59:52.646813	9295b3fb142d512a6af9e0289ade0382c5a5b77d	source4	visit_landing	
2023-04-14 23:05:10.075995	f4e01ebc5416ec701e6fef3483aa89b16f30037b	source3	visit_landing	
2023-04-14 23:08:51.001574	63d03aff2878963d0873184bf6306df2a101d377	source2	visit_landing	
2023-04-14 23:08:57.860515	7a8154be7240cb3776b83a6d339a46df1117e435	source1	visit_landing	
2023-04-14 23:09:13.956945	4b9b3ade839b9da8a0bee4710790130f43ab5d94	source2	visit_landing	
2023-04-14 23:09:27.779520	63d03aff2878963d0873184bf6306df2a101d377		visit_cabinet	
2023-04-14 23:09:46.631400	7a8154be7240cb3776b83a6d339a46df1117e435		visit_cabinet	
2023-04-14 23:12:24.170691	63d03aff2878963d0873184bf6306df2a101d377		visit_cabinet	
2023-04-14 23:13:25.824650	ec9e6856fc70e8b7cd64c58bfd1f07693dc669c5	source3	visit_landing	
2023-04-14 23:13:33.275385	63d03aff2878963d0873184bf6306df2a101d377		visit_cabinet	
2023-04-14 23:14:44.440245	f29fe6ec9e3457ca72cc77ec51525a9400be10cb	source2	visit_landing	
2023-04-14 23:14:45.044863	63d03aff2878963d0873184bf6306df2a101d377		visit_cabinet	
2023-04-14 23:15:07.960777	63d03aff2878963d0873184bf6306df2a101d377		visit_cabinet	
2023-04-14 23:15:17.533077	63d03aff2878963d0873184bf6306df2a101d377		visit_cabinet	
2023-04-14 23:15:45.924116	63d03aff2878963d0873184bf6306df2a101d377		visit_cabinet	
2023-04-14 23:16:13.005852	63d03aff2878963d0873184bf6306df2a101d377		visit_cabinet	
2023-04-14 23:16:15.153592	63d03aff2878963d0873184bf6306df2a101d377		visit_cabinet	
2023-04-14 23:16:27.914372	63d03aff2878963d0873184bf6306df2a101d377		visit_cabinet	
2023-04-14 23:16:30.784643	63d03aff2878963d0873184bf6306df2a101d377		visit_cabinet	
2023-04-14 23:16:41.902615	63d03aff2878963d0873184bf6306df2a101d377		visit_cabinet	
2023-04-14 23:17:25.528952	78967aa14c19c12ff0e03c13eec857ce03a665e5	source1	visit_landing	
2023-04-14 23:20:53.225126	0506c6b1bde64ae6f7e1b0bea10108bdb913c7e5	source2	visit_landing	
2023-04-14 23:26:36.339383	ad94b0cb8766ba9d92e1b1ec1b904cd0a525ba54	source2	visit_landing	
2023-04-14 23:26:59.775484	1370d7dca1e53f257a1d554653d688a8036d2eac	source3	visit_landing	
2023-04-14 23:32:43.375737	e42b37853aa6dd69cbe4d21cabb69d444c83fca8	source4	visit_landing	
2023-04-14 23:39:47.667947	d568228a4ecf9b89b72fd0ac91b048f1585348fb		visit_cabinet	
2023-04-14 23:41:28.328036	a888f5fcad10934888b966a818ed3e86885d0bb0	source1	visit_landing	
2023-04-14 23:42:17.094046	021cdb717049e8b9e99d03426993560a6557478a	source4	visit_landing	
2023-04-14 23:50:32.764217	41a1adfa19d45a62971954abebb2c46b22b74c80	source3	visit_landing	
2023-04-14 23:54:41.804613	20910f9229fada846d150536d35315646c8ae08c	source4	visit_landing	
2023-04-14 23:55:43.526192	66c8956efb9c62256a3d3d64ae42e19e4523c3ae	source1	visit_landing	
2023-04-14 23:58:37.192531	c82a6dfe7d27ca9cf29eaeca2464f453aba95002	source2	visit_landing	
2023-04-15 00:02:16.451953	19664c21eed41724f6a2b33d1be38fcecbc27ba8	source1	visit_landing	
2023-04-15 00:02:19.721394	8cdbed6cc80d6f9c74391539c663f971cafc1b0d	source1	visit_landing	
2023-04-15 00:05:50.308966	2ddf93fce33728e479e980e778845ed4a89b67e8	source2	visit_landing	
2023-04-15 00:06:14.128268	bc9329aaa2c283505caa8e14eac98aa2a2778fc4	source1	visit_landing	
2023-04-15 00:10:27.215512	56c42dbbbe88cfc1190b925483a8e67648579cda	source1	visit_landing	
2023-04-15 00:10:31.134071	176ac774dd41099f8d3b80d78da4a21fcfc0f02f	source2	visit_landing	
2023-04-15 00:12:17.159547	efed182c29769e394d27cd636e4c7c81ab42a74a	source2	visit_landing	
2023-04-15 00:12:48.691127	ce4a65d3b02638142eb09f443538becfe0dde6f8	source3	visit_landing	
2023-04-15 00:17:35.343365	302650fbceb044e3232f90625c850c48cc3b45d4	source2	visit_landing	
2023-04-15 00:18:04.541400	bc343e7d17f5a83b98a61bc59de2042cae185897	source1	visit_landing	
2023-04-15 00:25:02.526839	cf894101e0c8b0093203643e5c2ec861528c0801	source2	visit_landing	
2023-04-15 00:25:17.352847	5655a0973001b2bfe9884459ee09ad15a9f6efe0	source1	visit_landing	
2023-04-15 00:27:13.975052	88d9ab82efb92aed0da35afdb7f6faff7f957977	source4	visit_landing	
2023-04-15 00:29:02.864741	1ac73292064aaa8db1caa4be94f6bb23837c2dde	source2	visit_landing	
2023-04-15 00:35:57.237776	c48fe9ce8ef40f01c3e411195569f2bed04d98d9	source3	visit_landing	
2023-04-15 00:36:16.177440	c48fe9ce8ef40f01c3e411195569f2bed04d98d9		visit_cabinet	
2023-04-15 00:48:18.164843	eb2114d050f3f370b8bf4f2dd117aea3530ff682	source3	visit_landing	
2023-04-15 00:53:40.077390	db84000f52fd292119607d6152c61cf93e203fb7	source4	visit_landing	
2023-04-15 00:54:34.024768	a5b3605fcd751357e0634859a1971cb552e9a744	source2	visit_landing	
